日期,摄像头编号,采集地点,当日采集任务,采集时长,家庭编号,,,,,,,,,,,,,,
2026年3月13日,5242,宁波,,5,,,,,,,,,,,,,,,
2026年3月13日,2a8f,宁波,,1.5,,,,,,,,,,,,,,,
2026年3月13日,de32,宁波,,4,,,,,,,,,,,,,,,
2026年3月14日,de32,宁波,,5,,,,,,,,,,,,,,,
2026年3月14日,6a87,宁波,,3.25,,,,,,,,,,,,,,,
